Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
20-Feb-20,its good. Hike is low,"A lot of cons, don't want to get into it",,4,Current Employee,Systems Engineer,Pune,3,2,3,3,2
20-Feb-20,Great work atmosphere and over all good values,Salary hike is very less,,4,Current Employee,Anonymous Employee,,,,,,
20-Feb-20,Flexible timings and good team support,Lack of salary hike and no career aspiration consideration,,4,Current Employee,Quality Engineer,Bangalore,5,5,3,4,4
20-Feb-20,Good amount of opportunities in Cyber Security in TCS,"Less Pay, Less onsite opportunities",,4,Current Employee,SOC Analyst,Hyderābād,2,5,4,2,3
20-Feb-20,"World life Balance
Good on-site opportunities
Helpful colleagues And senior management",Less hike on appraisal process,,4,Former Employee,SAP HCM Functional Consultant,Mumbai,5,5,5,4,4
20-Feb-20,One of the most stable and best emoyer,I dont think there are any,,4,Current Employee,Systems Engineer,Hyderābād,4,4,3,5,3
20-Feb-20,Good work life balance is there,No transparent promotion policy is there,,4,Current Employee,Systems Engineer,New Delhi,4,3,3,3,3
20-Feb-20,"Good company,nice infrastructure ,job security,healthy environment","Want better technology ,current technology",,4,Current Employee,Senior Associate,Kurukshetra,4,4,4,4,4
20-Feb-20,Great for freshers who are beginning their career.,"Need to be more technologically adept.
Very strict vertical hierarchy.
Not enough growth opportunities available.
Salary is too low.",,4,Former Employee,"Assistant Systems Engineer Trainee, TCS",Bangalore,3,3,3,1,3
05-Mar-20,"Policies, Flexible timing, Job security","Single project allocation, limited learning, lessser hike",,3,Former Employee,IT Analyst,Bangalore,4,3,3,2,3
05-Mar-20,"Good Learning Curve
Supportive colleagues","Worst Management 
Micro Management to the peek 
Lots of politics",Nothing,3,,,,,,,,
05-Mar-20,"Job Security, Work life balance","Less Hike, No growth, Less career opportunities",,3,Former Employee,Software Engineer,Bangalore,5,3,1,2,3
05-Mar-20,Lots of good projects are there.,RMG and management should improve,,3,Former Employee,IT Analyst,Bangalore,5,3,3,2,3
05-Mar-20,"Job security, exposures to study to develop oneself!",Salary is too less and you need to have good contacts to grow.,,3,Current Employee,IT Analyst,Noida,4,4,3,4,1
05-Mar-20,"Job safety
Less pressure
Good for female associates","No challenges
Politics
Supervisor decision stays
No apt recognition",Look for the real talent and try to nurture them.,3,Former Employee,IT Analyst,Hyderābād,4,4,3,3,2
05-Mar-20,"Job security,work life balance, learning, very good quality of learning tools","Salary hikes, challenging work,change of Technology,",,3,Current Employee,IT Analyst,Hyderābād,3,3,3,2,3
06-Mar-20,Good work life balance,Salary is too less in comparison to standard,,3,Current Employee,Data Engineer,"Gurgaon, Haryana",4,5,3,2,2
19-Feb-20,Good work culture and worklife balance,Salaries comparitively good but not as much as expected,,5,Current Employee,Systems Engineer,Chennai,5,5,4,3,5
19-Feb-20,"1. Job security.
2. Great work life balance
3. Great learning opportunity if got in a good project.(Fortunately, I was in one.)
4. Good onsite opportunity. Again depends upon project you are tagged to.
5. You will also find time if you wish to prepare for Exams.(Library is often occupied with employees preparing for various exams)
7. Employee friendly.
8. Best health policy in its range.
6. Overall, a company to join if you want relaxed life with limited work and great perks.
7. Very structured and book driven company. Follows best of corporate governance.
8. Easy reachable HR.
9. Ample of extra events and functions if your are in Tier-1 city offices.","1. Limited salary and minimal hikes. 
2. Life will be worse if got stuck with bad projects (maximum projects are like so.) so, be selective and enquire with seniors before joining any project because you decision will make your career.","Please, revise salary structure and hike percentages.",5,Current Employee,Systems Engineer,"Gurgaon, Haryana",5,5,5,2,5
19-Feb-20,Good work life balance and leave policy,lots of competition inside the teams,,5,Former Employee,Test Analyst,Chennai,5,5,5,5,4
19-Feb-20,"Medical benefits, job security, brand, internal job opportunity,","Salary increment low, bad transportation",,5,Current Employee,Business Process Lead,Mumbai,4,5,5,3,3
19-Feb-20,It was great to be a part of TCS. Nice place to work.,salary is not good enough,,5,Former Employee,Systems Engineer,Noida,5,4,4,3,4
20-Feb-20,Good company to work with.,Didn't find any during my employment.,,5,Former Employee,Anonymous Employee,,5,5,5,3,4
05-Mar-20,Job security and work life balance,"Salary, Values, Nothing else I believe.",,2,Current Employee,IT Analyst,Noida,5,3,3,2,2
19-Feb-20,stability is more as compared to other companies,less hike given by the company,,4,Current Employee,Systems Engineer,,5,5,3,3,3
19-Feb-20,Time and platform to grow,But its highly unlikely to get the project that you want,Resource management can be improved,4,Former Employee,Systems Engineer,,4,4,3,3,4
19-Feb-20,Learning opportunities are tremendous and good,"Management , canteen facility is Ok",,4,Current Employee,Anonymous Employee,,,,,,
19-Feb-20,I had a good experience,Nothing much to share this company was really good,,4,Current Employee,Anonymous Employee,,,,,,
19-Feb-20,A nice place to work with,Nothing to say as such,,4,,,,3,4,3,1,2
19-Feb-20,"Great work life balance 
Good organizational policies",Increments could be a little better,,4,Current Employee,Analyst,,5,5,4,3,5
19-Feb-20,Good learning and friends in the comoany.,Salary and work culture needs to be imrpoved.,,4,Current Employee,Anonymous Employee,,,,,,
19-Feb-20,Overall Good org to work for,Nothing much to showcase here,,4,Former Employee,Analyst,Chennai,5,5,2,4,5
19-Feb-20,The company will give you opportunity from the starting,Career growth is less in this company,,4,Current Employee,SAP Basis Administrator,New Delhi,3,5,3,3,3
04-Mar-20,Good one to work in.,"Routine , as there will be repetitive work",,3,Current Employee,Anonymous Employee,,3,3,3,3,3
04-Mar-20,"They provide good benefits like insurance, learning portals like udemy(for free)",You won't get project as per your skill set and salary is worse,,3,Current Employee,Anonymous Employee,Mumbai,5,4,2,4,3
04-Mar-20,Good work culture to work in,No as such cons I think about,,3,Former Employee,Anonymous Employee,,,,,,
04-Mar-20,"Onsite opportunities
Best Medical policy
Internal processes are streamlined","No work life balance
Compensation is not upto market standards
Lots of internal politics","Appraisal system is flawed, Favouritism is rampant need to revise or change it.",3,,Information Technology Analyst,Hyderābād,1,3,3,1,2
18-Feb-20,good company to work and settle,didnt find anything much since everything was good,,5,Former Employee,Anonymous Employee,,,,,,
18-Feb-20,Some of the projects are very good here.,Very less hike per year.,,5,Current Employee,Systems Engineer,,5,5,4,3,3
18-Feb-20,Work life balance and best employee services,Nothing as such is a drawbag,,5,Current Employee,UI Developer,Pune,,,,,
18-Feb-20,Woking life salary learn think,Rotational shifts pay leave review,,5,,,,5,5,5,5,5
18-Feb-20,Employee friendly. Good work culture.,I have not faced any challenges till now.,,5,Current Employee,Data Analyst,Calcutta,5,4,5,3,3
04-Mar-20,You will get plenty of Onsite opportunities where you can save more than what you've thought of.,"No learning opportunities. A lot of regional biasing. At some point in time, you will feel what am I doing here, just earning money?",Learn to respect employees and care for them!,2,Former Employee,Senior Software Test Engineer,Bangalore,2,3,3,3,2
18-Feb-20,1) Try to get good projects inside TCS and enjoy unlimited WFM. 2) No Fire Policy unless you went on to slap a manager or sexual offense. 3) Almost 45 days annual leave 4) Great Transport facility. 5) Onsite opportunity is great.,1) Salary is in lower side.,,4,Current Employee,Automation Engineer,Pune,5,5,5,5,4
18-Feb-20,"Good place to work
Has wide scope to learn
Has tremendous opportunities to build your career",Hikes are less compared to competitors,,4,Current Employee,Systems Engineer,Hyderābād,5,5,5,2,2
18-Feb-20,"Onsite opportunities , Work life balanace",basic salary at offshore is less,,4,Current Employee,IT Analyst,"Gurgaon, Haryana",5,5,3,2,4
18-Feb-20,"Good work culture, semi govt. Job experience.
Job security.","Not so bad , it depends from person to person as per their expectations.

Still growth part is bit slow",Need to think on promotion and compensation.,4,Former Employee,Associate,"Nāgpur, Maharashtra",3,2,4,2,2
18-Feb-20,"Nice. Mobility, learm.j ing. Transport","Project, leadership,RMG , HR, manager",,4,Former Employee,Anonymous Employee,,,,,,
18-Feb-20,Great work culture for everyone,You feel like it's Govt Job.,,4,Current Employee,Web Developer,Calcutta,4,5,3,3,3
03-Mar-20,Good to get a start for freshers.,The training modules are not up to the mark and project deployment is random,,3,Former Employee,Associate Software Engineer,Pune,3,3,4,3,3
03-Mar-20,"Learning , sharing ,caring , Work life balance",No cons from me for now,,3,Current Employee,ASE @ TCS,Mumbai,5,5,3,3,4
03-Mar-20,nothing positive about this client.,you will foolish wok exposure,,3,Former Employee,Assistant Consultant At TCS,Bangalore,2,1,3,3,1
04-Mar-20,"Good company to work with except support domain
Learning and certifications",No growth in support domain,,3,Former Employee,Windows Server Administrator,Bangalore,3,3,3,2,2
17-Feb-20,Happy to work and No pressure nice cafetaria,"More time to get promotions,",,5,Current Employee,AML/KYC Specialist,Bangalore,5,4,4,4,3
17-Feb-20,Cool culture and ensures work life balance,Nothing to share till now.,,5,Current Employee,Business Analyst,,4,5,5,4,4
17-Feb-20,"Good place to work.
Colleagues will become like a family member.
Good Work Life Balance","No 
Good Employee benefits
Good Medical policy",Currently TCS has a policy that no rehiring of ex-employees. This policy is applicable to all the ex-employees. It is not at all acceptable. Since if any employee left the organization with his knowledge about this policy then it should be applicable for those employees only. Most of the employees left the company without their knowledge about this policy. If they came to know about this policy then they may reconsider about their exit from the company. TCS management should think about their policy and should do some changes in the policy.,5,Former Employee,IT Analyst,Chennai,5,5,5,5,5
18-Feb-20,"Excellent work culture, & friendly associates",salary package is less for freshers,,5,Current Employee,Team Member,Cochin,,,,,
17-Feb-20,Nice work environment with comfortable,Hike is less every year,,4,Current Employee,Business Analyst,Bangalore,5,5,4,3,4
17-Feb-20,Good and positive environment,Leadership ownership project implementation,,4,Current Employee,Head IT Infrastructure,Mumbai,,,,,
17-Feb-20,"Everything good in the company. Good culture, nice people.",Low Salary. Too much politics in some projects,,4,Current Employee,ITA,Hyderābād,4,5,4,2,3
17-Feb-20,Good Work and life balance Carrear development,Nothing to say. Good at all,,4,Current Employee,Tata Consultancy Services,Chennai,5,3,4,4,4
17-Feb-20,"Training and learning, Extremely organised","Project specific culture. If you are lucky to get into a good project, its a great place to work at.",,4,Former Employee,Systems Engineer,Chennai,3,4,4,2,3
17-Feb-20,Good work culture alot of free time to learn,Low salary and hikes else everything is fine,,4,Current Employee,Associate Software Engineer,Hyderābād,,,,,
